iter	Passed	Remaining
394	371	569
395	373	569
396	374	569
397	376	569
398	377	568
399	378	567
400	379	567
401	381	567
402	382	566
403	383	566
404	385	566
405	387	567
406	389	567
407	390	566
408	392	566
409	393	566
410	395	566
411	396	566
412	400	569
413	402	569
414	403	568
415	404	567
416	405	566
417	406	566
418	408	566
419	409	565
420	411	565
421	412	564
422	413	563
423	413	562
424	415	561
425	416	560
426	417	560
427	418	559
428	420	559
429	421	558
430	422	557
431	422	555
432	423	554
433	424	553
434	425	552
435	426	551
436	434	560
437	436	560
438	437	559
439	439	558
440	440	558
441	442	558
442	445	560
443	447	560
444	448	559
445	449	558
446	451	558
447	452	557
448	454	557
449	455	556
450	462	562
451	463	561
452	464	561
453	465	560
454	468	560
455	470	561
456	472	561
457	473	560
458	476	561
459	481	564
460	483	564
461	529	616
462	541	628
463	576	666
464	583	671
465	586	672
466	587	670
467	597	678
468	598	677
469	600	676
470	601	675
471	602	674
472	611	680
473	612	679
474	613	677
475	614	676
476	615	675
477	617	674
478	620	674
479	624	676
480	625	675
481	627	674
482	629	673
483	630	672
484	632	671
485	633	670
486	635	669
487	636	668
488	639	667
489	640	666
490	641	665
491	643	664
492	645	663
493	646	662
494	647	660
495	648	658
496	652	660
497	655	660
498	657	659
499	657	657
500	658	656
501	660	655
502	662	654
503	663	653
504	669	655
505	670	654
506	671	652
507	672	651
508	673	649
509	675	649
510	676	647
511	678	646
512	682	647
513	683	646
514	685	645
515	687	645
516	689	644
517	691	643
518	692	642
519	693	640
520	695	639
521	698	639
522	700	638
523	702	637
524	703	636
525	704	635
526	706	634
527	708	633
528	710	632
529	712	632
530	714	631
531	716	630
532	718	629
533	719	628
534	721	626
535	722	625
536	724	624
537	725	622
538	727	621
539	728	620
540	729	619
541	731	618
542	732	616
543	734	615
544	735	614
545	737	613
546	739	612
547	740	610
548	742	610
549	744	609
550	746	608
551	748	607
552	749	605
553	750	604
554	751	602
555	752	601
556	754	600
557	756	599
558	758	598
559	759	597
560	761	596
561	763	595
562	764	593
563	765	591
564	766	590
565	767	588
566	769	587
567	772	587
568	774	586
569	775	585
570	777	584
571	779	583
572	781	582
573	782	580
574	784	580
575	786	578
576	788	577
577	790	576
578	791	575
579	793	574
580	795	573
581	796	572
582	798	571
583	800	569
584	801	568
585	804	568
586	806	567
587	808	566
588	810	565
589	811	564
590	813	562
591	814	561
592	815	559
593	817	558
594	819	557
595	820	555
596	821	554
597	822	553
598	824	551
599	826	550
600	827	549
601	829	548
602	830	546
603	831	545
604	833	544
605	835	543
606	836	541
607	839	540
608	840	539
609	842	538
610	844	537
611	845	536
612	849	536
613	851	535
614	853	534
615	855	533
616	856	531
617	858	530
618	859	529
619	861	527
620	862	526
621	863	524
622	865	523
623	866	522
624	868	521
625	869	519
626	871	518
627	872	517
628	874	515
629	875	513
630	876	512
631	881	513
632	883	512
633	885	511
634	887	510
635	889	508
636	891	507
637	895	508
638	896	506
639	898	505
640	899	504
641	900	502
642	901	500
643	902	498
644	903	497
645	905	496
646	906	494
647	908	493
648	909	492
649	911	490
650	912	489
651	914	487
652	915	486
653	916	485
654	917	483
655	918	481
656	919	480
657	920	478
658	921	476
659	923	475
660	924	474
661	927	473
662	928	471
663	929	470
664	931	469
665	933	467
666	934	466
667	936	465
668	937	463
669	939	462
670	940	461
671	942	460
672	944	459
673	946	457
674	947	456
675	948	454
676	950	453
677	951	452
678	952	450
679	954	448
680	954	447
681	955	445
682	957	444
683	958	443
684	960	441
685	962	440
686	963	439
687	964	437
688	965	435
689	967	434
690	969	433
691	971	432
692	973	431
693	975	429
694	976	428
695	977	427
696	979	425
697	981	424
698	985	424
699	987	423
700	989	421
701	990	420
702	990	418
703	991	417
704	993	415
705	994	414
706	996	412
707	997	411
708	998	409
709	1000	408
710	1002	407
711	1003	406
712	1004	404
713	1005	402
714	1006	401
715	1007	399
716	1008	398
717	1010	396
718	1016	397
719	1019	396
720	1020	394
721	1022	393
722	1023	391
723	1024	390
724	1035	392
725	1037	391
726	1040	390
727	1042	389
728	1050	390
729	1053	389
730	1055	388
731	1056	386
732	1058	385
733	1065	386
734	1066	384
735	1068	383
736	1069	381
737	1070	380
738	1071	378
739	1072	376
740	1073	375
741	1080	375
742	1082	374
743	1083	372
744	1085	371
745	1086	369
746	1087	368
747	1088	366
748	1096	367
749	1098	366
750	1100	364
751	1101	363
752	1102	361
753	1103	360
754	1104	358
755	1105	356
756	1112	357
757	1114	355
758	1115	354
759	1117	352
760	1118	351
761	1120	350
762	1127	350
763	1129	348
764	1131	347
765	1132	346
766	1134	344
767	1136	343
768	1139	342
769	1141	341
770	1143	339
771	1145	338
772	1147	336
773	1148	335
774	1155	335
775	1157	334
776	1159	332
777	1160	331
778	1162	329
779	1166	329
780	1169	328
781	1171	326
782	1173	325
783	1174	323
784	1176	322
785	1184	322
786	1186	320
787	1187	319
788	1189	318
789	1191	316
790	1193	315
791	1200	315
792	1201	313
793	1202	312
794	1203	310
795	1205	308
796	1206	307
797	1207	305
798	1212	305
799	1215	303
800	1217	302
801	1219	301
802	1220	299
803	1222	297
804	1230	298
805	1231	296
806	1232	294
807	1234	293
808	1236	291
809	1237	290
810	1239	288
811	1245	288
812	1247	286
813	1249	285
814	1250	283
815	1253	282
816	1254	280
817	1260	280
818	1261	278
819	1262	277
820	1263	275
821	1265	274
822	1267	272
823	1268	270
824	1269	269
825	1277	269
826	1279	267
827	1281	266
828	1283	264
829	1284	263
830	1285	261
831	1288	260
832	1290	258
833	1292	257
834	1293	255
835	1295	254
836	1296	252
837	1297	250
838	1299	249
839	1306	248
840	1307	247
841	1309	245
842	1311	244
843	1312	242
844	1314	241
845	1316	239
846	1319	238
847	1320	236
848	1321	235
849	1322	233
850	1323	231
851	1324	230
852	1326	228
853	1327	226
854	1328	225
855	1331	223
856	1332	222
857	1333	220
858	1334	219
859	1335	217
860	1337	215
861	1344	215
862	1346	213
863	1347	212
864	1348	210
865	1349	208
866	1349	207
867	1350	205
868	1352	203
869	1353	202
870	1361	201
871	1363	200
872	1364	198
873	1365	196
874	1366	195
875	1367	193
876	1369	192
877	1376	191
878	1379	189
879	1381	188
880	1382	186
881	1384	185
882	1389	184
883	1392	182
884	1393	181
885	1395	179
886	1396	177
887	1398	176
888	1400	174
889	1403	173
890	1404	171
891	1405	170
892	1407	168
893	1409	167
894	1411	165
895	1417	164
896	1419	163
897	1421	161
898	1423	159
899	1425	158
900	1427	156
901	1434	155
902	1435	154
903	1436	152
904	1437	150
905	1438	149
906	1439	147
907	1441	146
908	1442	144
909	1444	142
910	1451	141
911	1455	140
912	1456	138
913	1458	137
914	1460	135
915	1463	134
916	1465	132
917	1466	131
918	1467	129
919	1468	127
920	1469	126
921	1470	124
922	1472	122
923	1472	121
924	1479	119
925	1481	118
926	1482	116
927	1484	115
928	1485	113
929	1485	111
930	1486	110
931	1487	108
932	1489	106
933	1493	105
934	1495	103
935	1497	102
936	1499	100
937	1501	99
938	1502	97
939	1508	96
940	1510	94
941	1511	93
942	1512	91
943	1514	89
944	1515	88
945	1516	86
946	1524	85
947	1526	83
948	1527	82
949	1529	80
950	1531	78
951	1532	77
952	1538	75
953	1540	74
954	1542	72
955	1544	71
956	1546	69
957	1547	67
958	1552	66
959	1554	64
960	1555	63
961	1556	61
962	1557	59
963	1559	58
964	1561	56
965	1562	54
966	1568	53
967	1570	51
968	1572	50
969	1573	48
970	1574	47
971	1576	45
972	1577	43
973	1585	42
974	1588	40
975	1590	39
976	1592	37
977	1593	35
978	1594	34
979	1600	32
980	1601	31
981	1602	29
982	1604	27
983	1607	26
984	1609	24
985	1615	22
986	1617	21
987	1619	19
988	1621	18
989	1622	16
990	1623	14
991	1624	13
992	1632	11
993	1634	9
994	1636	8
995	1637	6
996	1638	4
997	1640	3
998	1645	1
999	1646	0
